,SBV,SAct,SAct_a,Ras,scale_Cs,Rap,scale_Cp,tad,tad_a,AmRefLfw,AmRefRfw,AmRefSw,AmRefLA,AmRefRA,CircChangeCirc_AF,CircChangeTad_AF,SBP NSR,SBP AF,DBP NSR,DBP AF,RVSP NSR,RVSP AF,RVDP NSR,RVDP AF,LAMP NSR,LAMP AF,RAMP NSR,RAMP AF,LAEF NSR,LAEF AF,RAEF NSR,RAEF AF,LVEF NSR,LVEF AF,RVEF NSR,RVEF AF,LAMAXV NSR,LAMAXV AF,RAMAXV NSR,RAMAXV AF,LVDV NSR,LVDV AF,RVDV NSR,RVDV AF,CO NSR,CO AF
154,1766.6306062286585,0.5279059776136067,0.5989472951440018,1.8595091290143153,1.058962685602843,0.4541358487068654,1.0794586097872583,361.11516929780356,292.42083770484305,4592.211783627767,17162.148539242702,6881.94913116377,8047.719291610018,11058.185591028985,1.006320387141423,1.3613845283347747,125.07551860760346,89.84117119184626,96.57272443847559,72.95760285696977,48.6752404119536,41.02300257673962,1.669421854011333,4.3289652626966495,14.84710684378629,17.14847692857521,8.067709182589361,10.074172256588879,55.62139068680443,2.94289804850881,44.88475877221269,2.697391110842121,63.97536878346876,42.70696180395575,39.866844053556704,22.429852713222992,76.58625673643195,35.29181121867054,95.29932729646079,54.38084679708852,83.5142197879897,61.06113630930107,136.47012959087746,121.21697074318384,3.2051229566371755,2.3033002234904223
155,1332.9114079199057,0.298798149029464,0.5443649539356096,0.9272961000688591,0.9782439493492365,0.02515586715672253,0.856169191065898,297.04927809095534,288.53451606233017,8803.867208128433,13078.977910636859,4922.571718283511,7300.039874325663,11203.937331173713,1.190556325135206,1.3068871637743014,120.20984333469278,108.71841295865526,69.45065299461413,76.16088263486161,32.004028531884764,32.98088780019717,0.533278993691864,2.3584381959016913,15.991858800146055,20.88667353467387,7.247444084934729,9.715732208552113,51.55606879304155,2.6242447381598892,44.27898318325511,3.7826671645484393,57.55395960814992,38.18559687869686,64.1889849149068,40.0011388691961,61.11047230439323,31.471178600016444,96.34714898266498,56.84375050613965,155.58367605284295,121.22996569652909,137.691174242475,115.59789800753279,5.362229482639916,4.2873141274962325
156,1454.153479753164,0.5980887192376203,0.5298838095132945,1.499028208253306,0.9700166151617748,0.1818738615291997,1.1860131800030105,337.64213319631534,274.712514301,6529.4083427018595,16709.57106607646,5408.5825222550575,6865.9260643552625,11938.005937337117,1.3165893365229429,1.2357911819256897,124.96880742870455,104.58967009802153,87.0951492654275,79.7705667501959,36.48039476660325,38.71592376446627,0.5359492499753701,4.622097401559068,13.651090310703195,21.824995225735883,6.488721991432663,10.51285666795028,65.16895945249979,2.8849460631403936,48.24419108748012,2.987712277763267,66.2140595352806,39.7536165213789,43.77797158767996,21.698095632727455,70.88015662220451,28.321310395483888,111.77333123959275,62.990181952238956,96.95076543760088,68.36666684677913,146.17740708509396,134.55531810004274,3.8502388049065193,2.4882731017352926
157,1669.3054645319592,0.25810625433159706,0.5800251230771298,1.5660593524616777,1.0354321497428904,0.21498234936043492,0.8788034822897155,298.1953251926067,290.16211332075886,7510.006018130966,17059.724723138723,3515.2491159583997,6371.075736519366,8322.602294949294,1.2078155433001505,1.1503412751908575,141.76473907054375,112.87615353921892,104.95627507992467,91.17971567388564,46.08861197959849,44.083480987403625,0.7787426794275751,5.058249783313888,19.050811487286055,24.71889135215256,7.50443109103435,11.662618337713704,58.02540508758845,4.105226759582227,42.36180133858724,3.479428986488979,59.421221614105704,37.455761874256346,29.970095313255,14.691607783596929,54.95944199357479,24.70353706976572,57.76759654201009,33.769542097838716,120.08340329533598,82.99440579064378,231.63117562053276,213.1137796570758,4.273866283073029,2.78575324231008
158,1565.9579653566395,0.3013116465244692,0.4471240416909108,1.2394630893727627,0.9572757132858823,0.23415060846380842,1.057936974504293,351.14329199557375,280.3454109248698,6574.525323445624,13967.603017527445,5326.1403228264335,7576.424662082439,11858.74549976075,1.333401663024241,1.3728252217364478,110.34500634759245,111.35434775527483,72.89952153312137,83.58370162536482,41.18121491290821,46.094388688646134,1.237276326586247,5.229103103431859,15.933408741032853,22.83079307867985,7.7229115557803025,12.245119614379272,68.77320202387904,3.755890125894109,52.52697375080605,3.5446639790824173,60.180486955287236,38.137097023816,47.481512599262736,25.985488735922594,95.24881552984641,35.26925167757328,122.84442546635242,65.85175597412439,107.96340399386021,86.93262927895935,134.07863398913128,128.35573035947613,3.8892074736351443,3.0106785149549022
159,1503.6563373896154,0.5362358943541173,0.41925072130997043,1.3675458492617638,0.899754267446403,0.19536510286810554,0.9881944626800738,294.86491620390206,282.1969498660752,7668.114245164825,14303.328606163885,3861.764335915984,6091.532545359667,9404.34144764716,1.147104489347279,1.2685806509661812,150.9137560763571,127.06875828395366,98.93574162030467,95.44008705967941,46.43990545542669,44.85451088315986,0.3881269050218765,2.8688524128819157,15.596546495171737,20.827338402294327,7.446640427746539,10.274662186729852,61.071463854615146,4.589589417447052,50.31598808713365,4.251826339037322,71.4398003794749,49.30363562648342,52.75426134362984,30.66881799640118,55.465916082731944,23.98674201207328,81.95490728997206,43.975752288538175,115.80909891418186,81.70391038953345,156.67815320533884,133.69963148342154,4.962700261994512,3.729925714953586
160,1398.7592504676577,0.45613503730410254,0.3056082059704048,1.3824524067078052,1.0919732727050369,0.053313981333702826,0.9949143987851206,335.1982601357495,317.28499760666875,4909.6661417473415,19440.564134565288,6726.5754200239335,6480.330497113883,8692.806103991932,1.3010859507398962,1.3896949985967952,121.89607690695094,128.85152098056992,86.88922507813116,101.14561278783042,29.981323576137928,34.98422065165495,0.49758545619380573,2.7611209733734774,15.584962527383382,22.25913759268906,6.758809601504778,9.41655708588382,48.295967532820995,4.35434480659512,37.76121232973766,4.732152304355634,67.25979874583469,45.32170927776095,40.503902561784656,23.340241633916314,51.83827554442779,28.654619720356035,61.51175264708907,39.54137993324383,101.28262980749504,82.55608676265864,165.8834789402875,160.76363276546277,4.083114610514361,3.4581345252074986
161,1475.7538731650222,0.399768191727048,0.2551415513246656,1.9295458690473206,1.0340684297228486,0.14814026391644117,0.96015195128017,353.6701497316643,337.78189735668775,4147.2043846124825,21033.471007669563,7976.716978125856,6518.960760213246,10409.7603168947,1.0260544550941195,1.323651616033251,130.72653611604406,94.46667124978998,101.72097815982386,76.56688291985897,32.83624755599374,30.045474713644,0.9268739683476033,3.5234019339594034,16.13151208640272,18.200814403255688,7.16230731139861,8.595087203697295,46.00825542631596,4.329407519974587,33.17179242927652,4.101742934210799,56.1890727102523,36.509664438727924,31.26428685908982,16.442033971428256,52.99565564062653,28.398004638170374,80.0422568141298,53.7244736188682,96.96982666474675,73.04741772333897,170.96295662977025,159.84038035299926,3.264703774395744,2.299733766414862
162,1528.905426891061,0.559612626996961,0.3304476205220991,1.8399395494360815,1.1093322705895028,0.289693967230685,0.952320232698296,344.26984204027656,294.65837104439265,5464.6564285835475,17585.092424180548,6993.510276774549,7091.680454654959,9303.341838996095,1.228352800101414,1.321583207577625,127.98470392430795,115.27740398508529,99.14999487635744,93.67734384479319,40.44083505330483,41.926469307627706,0.844787377521053,4.163905225320922,14.449848348141236,20.1373778250457,6.955417640173554,10.200743678237219,60.88250001987986,3.9407893829419023,46.78926299235479,3.6134129528348433,59.4678630439014,38.03937998061735,41.42756142852001,22.833534764831718,74.7526824892256,32.233116960980766,77.91840194511722,44.18915970201948,94.374990916743,75.87332499595419,134.8399624501373,127.24648588983634,3.364874991671057,2.471402876458179
163,1364.3382065975047,0.3397305126039008,0.42038285999348846,1.4583905610640846,1.0946718369617914,0.2683852696626162,1.1747310997228642,301.452065807066,248.16638485201244,4131.601609258724,19690.582641625188,8305.086753726617,6756.525172102065,9669.588951556572,1.3178985333423279,1.345156203072329,106.94131812324338,111.46971679253429,76.72930332164735,88.15269042235661,34.734024110646125,38.64582951289956,0.2231171505892795,2.2509621299730163,9.11888148829376,14.591007070331447,5.254044656955836,8.08462535317513,70.89764296496494,5.014946238141079,61.275261879930184,3.277334465772995,56.925370438363224,36.084673212270765,37.03290651534455,19.8191599544988,77.24249636446184,27.55102669822252,98.00741288050828,44.74970204642754,101.10300327266931,85.47838928115183,158.99725697582096,155.5828389897249,3.457540154405256,2.7912362955294134
